Instance,Time Elapsed
syn20m04h.py,9.112389087677002
syn20m04m.py,1.6407670974731445
syn30h.py,0.47300100326538086
syn30m.py,0.3500850200653076
syn30m02h.py,2.0486268997192383
syn30m02m.py,1.0004701614379883
syn30m03h.py,11.033630847930908
syn30m03m.py,1.3435359001159668
syn30m04h.py,30.696052074432373
syn30m04m.py,1.700314998626709
syn40h.py,0.5901041030883789
syn40m.py,0.46051597595214844
syn40m02h.py,0.7885000705718994
syn40m02m.py,1.134896993637085
syn40m03h.py,42.66913199424744
syn40m03m.py,1.893367052078247
syn40m04h.py,18.371326208114624
syn40m04m.py,3.8859219551086426
synthes1.py,0.1322040557861328
synthes2.py,0.1359860897064209
synthes3.py,0.13697099685668945
unitcommit1.py,7.185463905334473
watercontamination0202.py,2335.269635915756
watercontamination0202r.py,118.8671510219574
watercontamination0303.py,2125.574625015259
watercontamination0303r.py,501.69730591773987
